DataRate_kbps,PacketDropRatio
1,0.0515845420226505
6,0.0540804813839789
11,0.0596459690909545
17,0.0635434836780464
22,0.0665796999648788
27,0.0673645775559253
32,0.0651220795416902
37,0.0635999391388142
43,0.0620135868379326
48,0.0618450550023461
53,0.0635856517441039
58,0.0620051491419892
64,0.0627710902090745
69,0.0646398841838581
74,0.0624028519294452
79,0.0607002229707292
84,0.0580378391242266
90,0.0556211866409084
95,0.0551314785080677
100,0.05251875
