DataRate_kbps,Jitter_s
20,0.608099920537231
30,0.599206634208306
40,0.582175453021366
50,0.565111473780429
60,0.6573106779883
70,0.625751990647934
80,0.625004694040195
90,0.630830012573905
100,0.590986548300996
